ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
BP	GO:0051180	vitamin transport	55	-0.504195512549016	-1.75857032609282	0.00084398506782336	0.0169956687703666	0.0148994390840331	5213	tags=29%, list=9%, signal=27%	ENSG00000081479/ENSG00000118777/ENSG00000197496/ENSG00000170482/ENSG00000134827/ENSG00000101276/ENSG00000079557/ENSG00000110195/ENSG00000137561/ENSG00000163581/ENSG00000135917/ENSG00000015520/ENSG00000118137/ENSG00000134812/ENSG00000204385/ENSG00000145321
BP	GO:0007173	epidermal growth factor receptor signaling pathway	158	-0.360054300824592	-1.44199168363288	0.000846362643391914	0.0170002892380802	0.0149034896676359	6010	tags=17%, list=10%, signal=15%	ENSG00000102755/ENSG00000159733/ENSG00000120156/ENSG00000128052/ENSG00000136158/ENSG00000125398/ENSG00000171105/ENSG00000077044/ENSG00000138193/ENSG00000164078/ENSG00000079385/ENSG00000141738/ENSG00000149177/ENSG00000133216/ENSG00000169891/ENSG00000062524/ENSG00000196660/ENSG00000141736/ENSG00000150594/ENSG00000013588/ENSG00000183317/ENSG00000160867/ENSG00000127831/ENSG00000257588/ENSG00000106541/ENSG00000135744/ENSG00000162896
CC	GO:0043679	axon terminus	115	-0.39717966704863	-1.58646401623202	0.000863804836210462	0.0173067125918218	0.0151721190551983	5286	tags=27%, list=9%, signal=25%	ENSG00000149295/ENSG00000124507/ENSG00000185483/ENSG00000102003/ENSG00000168081/ENSG00000050438/ENSG00000136717/ENSG00000130477/ENSG00000167371/ENSG00000177272/ENSG00000165646/ENSG00000142319/ENSG00000164099/ENSG00000128683/ENSG00000168539/ENSG00000144290/ENSG00000135312/ENSG00000036828/ENSG00000168993/ENSG00000116329/ENSG00000175544/ENSG00000106688/ENSG00000150594/ENSG00000166006/ENSG00000110680/ENSG00000101188/ENSG00000118702/ENSG00000036565/ENSG00000126583/ENSG00000178473/ENSG00000079689
BP	GO:0015851	nucleobase transport	13	-0.787899520954921	-1.94999832631306	0.000882066369475213	0.0175278142258729	0.0153659502231526	7866	tags=62%, list=13%, signal=53%	ENSG00000213901/ENSG00000103569/ENSG00000198246/ENSG00000134802/ENSG00000112759/ENSG00000174669/ENSG00000170482/ENSG00000137860
BP	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	46	-0.538360177953294	-1.83774603886931	0.000883487757356551	0.0175278142258729	0.0153659502231526	152	tags=11%, list=0%, signal=11%	ENSG00000189266/ENSG00000272886/ENSG00000108349/ENSG00000111701/ENSG00000148584
BP	GO:0006637	acyl-CoA metabolic process	99	-0.422299333866857	-1.63508519344926	0.000883699504185402	0.0175278142258729	0.0153659502231526	12420	tags=33%, list=21%, signal=26%	ENSG00000163541/ENSG00000158669/ENSG00000131828/ENSG00000103150/ENSG00000075239/ENSG00000205669/ENSG00000183549/ENSG00000177465/ENSG00000119927/ENSG00000143158/ENSG00000162390/ENSG00000101986/ENSG00000066813/ENSG00000170522/ENSG00000167107/ENSG00000164181/ENSG00000154930/ENSG00000179761/ENSG00000197296/ENSG00000166743/ENSG00000076555/ENSG00000131069/ENSG00000172340/ENSG00000185000/ENSG00000062282/ENSG00000064763/ENSG00000140284/ENSG00000196511/ENSG00000005187/ENSG00000004799/ENSG00000197142/ENSG00000136881/ENSG00000134240
BP	GO:0035383	thioester metabolic process	99	-0.422299333866857	-1.63508519344926	0.000883699504185402	0.0175278142258729	0.0153659502231526	12420	tags=33%, list=21%, signal=26%	ENSG00000163541/ENSG00000158669/ENSG00000131828/ENSG00000103150/ENSG00000075239/ENSG00000205669/ENSG00000183549/ENSG00000177465/ENSG00000119927/ENSG00000143158/ENSG00000162390/ENSG00000101986/ENSG00000066813/ENSG00000170522/ENSG00000167107/ENSG00000164181/ENSG00000154930/ENSG00000179761/ENSG00000197296/ENSG00000166743/ENSG00000076555/ENSG00000131069/ENSG00000172340/ENSG00000185000/ENSG00000062282/ENSG00000064763/ENSG00000140284/ENSG00000196511/ENSG00000005187/ENSG00000004799/ENSG00000197142/ENSG00000136881/ENSG00000134240
MF	GO:0005507	copper ion binding	63	-0.472282408453828	-1.7043745797461	0.000914401129203566	0.0180914263412926	0.0158600469541598	1656	tags=14%, list=3%, signal=14%	ENSG00000214274/ENSG00000089472/ENSG00000123191/ENSG00000240268/ENSG00000163631/ENSG00000002726/ENSG00000198734/ENSG00000198788/ENSG00000110244
BP	GO:0060456	positive regulation of digestive system process	15	-0.75650850225359	-1.97781965650706	0.000926643261481123	0.0182879171355651	0.0160323027600002	5008	tags=40%, list=9%, signal=37%	ENSG00000180432/ENSG00000157017/ENSG00000147571/ENSG00000182156/ENSG00000165828/ENSG00000164266
CC	GO:0001533	cornified envelope	60	0.655488217476462	1.66902552938433	0.000945103601366769	0.0186058455254144	0.0163110181634155	10376	tags=52%, list=18%, signal=43%	ENSG00000105141/ENSG00000167768/ENSG00000189182/ENSG00000215853/ENSG00000203782/ENSG00000134765/ENSG00000159450/ENSG00000204539/ENSG00000186847/ENSG00000134762/ENSG00000143520/ENSG00000134760/ENSG00000128422/ENSG00000170454/ENSG00000081277/ENSG00000166634/ENSG00000186832/ENSG00000143631/ENSG00000159516/ENSG00000134757/ENSG00000172155/ENSG00000169469/ENSG00000186395/ENSG00000197915/ENSG00000106211/ENSG00000169474/ENSG00000096696/ENSG00000163207/ENSG00000172867/ENSG00000121552/ENSG00000134755
BP	GO:0019319	hexose biosynthetic process	92	-0.422786464810144	-1.58967381922074	0.000965630761638024	0.0189627837409512	0.0166239319575714	6953	tags=18%, list=12%, signal=16%	ENSG00000140263/ENSG00000173531/ENSG00000109819/ENSG00000137700/ENSG00000148737/ENSG00000152254/ENSG00000104635/ENSG00000254647/ENSG00000181092/ENSG00000130957/ENSG00000165140/ENSG00000167701/ENSG00000115263/ENSG00000138207/ENSG00000124253/ENSG00000167588/ENSG00000136872
BP	GO:0006584	catecholamine metabolic process	58	-0.483239392807991	-1.69377468714616	0.000977418989285063	0.0190994910646963	0.0167437779295071	5286	tags=26%, list=9%, signal=24%	ENSG00000149295/ENSG00000261052/ENSG00000153234/ENSG00000213648/ENSG00000133116/ENSG00000142319/ENSG00000127838/ENSG00000197165/ENSG00000106688/ENSG00000141744/ENSG00000171759/ENSG00000184845/ENSG00000173404/ENSG00000240268/ENSG00000132437
BP	GO:0009712	catechol-containing compound metabolic process	58	-0.483239392807991	-1.69377468714616	0.000977418989285063	0.0190994910646963	0.0167437779295071	5286	tags=26%, list=9%, signal=24%	ENSG00000149295/ENSG00000261052/ENSG00000153234/ENSG00000213648/ENSG00000133116/ENSG00000142319/ENSG00000127838/ENSG00000197165/ENSG00000106688/ENSG00000141744/ENSG00000171759/ENSG00000184845/ENSG00000173404/ENSG00000240268/ENSG00000132437
BP	GO:0060479	lung cell differentiation	29	-0.631611984085927	-1.98160415175292	0.00100383343841809	0.0195192575715989	0.0171117708330884	8606	tags=41%, list=15%, signal=35%	ENSG00000129514/ENSG00000133703/ENSG00000151090/ENSG00000139352/ENSG00000070193/ENSG00000125398/ENSG00000126351/ENSG00000127528/ENSG00000129654/ENSG00000124664/ENSG00000141448/ENSG00000106541
BP	GO:0060487	lung epithelial cell differentiation	29	-0.631611984085927	-1.98160415175292	0.00100383343841809	0.0195192575715989	0.0171117708330884	8606	tags=41%, list=15%, signal=35%	ENSG00000129514/ENSG00000133703/ENSG00000151090/ENSG00000139352/ENSG00000070193/ENSG00000125398/ENSG00000126351/ENSG00000127528/ENSG00000129654/ENSG00000124664/ENSG00000141448/ENSG00000106541
BP	GO:0009309	amine biosynthetic process	40	-0.572732436026001	-1.88714577757973	0.00103725504855751	0.0201196971918728	0.0176381527993873	4753	tags=25%, list=8%, signal=23%	ENSG00000153234/ENSG00000133116/ENSG00000142319/ENSG00000197165/ENSG00000141744/ENSG00000116771/ENSG00000171759/ENSG00000173404/ENSG00000240268/ENSG00000132437
MF	GO:0042974	nuclear retinoic acid receptor binding	25	-0.647786224543172	-1.97737694873549	0.00104792232026408	0.0202769125735206	0.017775977384791	1061	tags=16%, list=2%, signal=16%	ENSG00000153234/ENSG00000132170/ENSG00000012504/ENSG00000131910
BP	GO:0050901	leukocyte tethering or rolling	34	-0.57793804737203	-1.86328674683009	0.00106155897023144	0.0204906772936868	0.0179633765668688	5918	tags=29%, list=10%, signal=26%	ENSG00000174175/ENSG00000099866/ENSG00000188404/ENSG00000121807/ENSG00000151882/ENSG00000187210/ENSG00000196371/ENSG00000140835/ENSG00000172461/ENSG00000131142
CC	GO:0005795	Golgi stack	153	-0.359598892862632	-1.42791862298654	0.00107153355423848	0.0206328869786942	0.018088046244041	5680	tags=12%, list=10%, signal=11%	ENSG00000175048/ENSG00000115339/ENSG00000171302/ENSG00000161013/ENSG00000033170/ENSG00000073849/ENSG00000144583/ENSG00000176920/ENSG00000156413/ENSG00000130383/ENSG00000171124/ENSG00000071073/ENSG00000187210/ENSG00000154252/ENSG00000103056/ENSG00000196371/ENSG00000167861/ENSG00000174567/ENSG00000157399
BP	GO:0009247	glycolipid biosynthetic process	79	-0.4255856253249	-1.58058216971454	0.00108052771804809	0.0207555736908558	0.0181956008933443	4587	tags=16%, list=8%, signal=15%	ENSG00000143653/ENSG00000162630/ENSG00000176920/ENSG00000184005/ENSG00000156413/ENSG00000174607/ENSG00000161395/ENSG00000154252/ENSG00000103089/ENSG00000196371/ENSG00000177511/ENSG00000128242/ENSG00000172461
BP	GO:0010744	positive regulation of macrophage derived foam cell differentiation	19	-0.708971662821926	-1.97730664238792	0.00108854625103203	0.0208589710185654	0.0182862452926013	716	tags=26%, list=1%, signal=26%	ENSG00000069764/ENSG00000188257/ENSG00000135744/ENSG00000163737/ENSG00000084674
BP	GO:0030002	intracellular monoatomic anion homeostasis	10	-0.835580727829076	-1.95415337091143	0.0011070796638979	0.0211118758074409	0.0185079570443907	5000	tags=70%, list=9%, signal=64%	ENSG00000198648/ENSG00000059377/ENSG00000169344/ENSG00000126562/ENSG00000064651/ENSG00000175538/ENSG00000053918
BP	GO:0030644	intracellular chloride ion homeostasis	10	-0.835580727829076	-1.95415337091143	0.0011070796638979	0.0211118758074409	0.0185079570443907	5000	tags=70%, list=9%, signal=64%	ENSG00000198648/ENSG00000059377/ENSG00000169344/ENSG00000126562/ENSG00000064651/ENSG00000175538/ENSG00000053918
BP	GO:0050995	negative regulation of lipid catabolic process	28	-0.623557229854076	-1.95390166205933	0.00111646389908596	0.0212396521571304	0.0186199735801507	5717	tags=32%, list=10%, signal=29%	ENSG00000076555/ENSG00000105851/ENSG00000214456/ENSG00000254647/ENSG00000150594/ENSG00000196917/ENSG00000158874/ENSG00000187288/ENSG00000110245
BP	GO:1990573	potassium ion import across plasma membrane	46	-0.531044683655935	-1.81277387113125	0.00112427025813447	0.0213368700788397	0.0187052007354898	6484	tags=46%, list=11%, signal=41%	ENSG00000055118/ENSG00000162728/ENSG00000115474/ENSG00000177807/ENSG00000105409/ENSG00000113504/ENSG00000168135/ENSG00000143153/ENSG00000169427/ENSG00000187486/ENSG00000153822/ENSG00000006071/ENSG00000137731/ENSG00000064651/ENSG00000105675/ENSG00000138622/ENSG00000053918/ENSG00000164626/ENSG00000159197/ENSG00000186009/ENSG00000162989
MF	GO:0016830	carbon-carbon lyase activity	51	-0.490554334497183	-1.72300293391772	0.00116689318234896	0.0220928053710758	0.0193678996848703	5882	tags=18%, list=10%, signal=16%	ENSG00000179889/ENSG00000196696/ENSG00000153086/ENSG00000128683/ENSG00000151376/ENSG00000132437/ENSG00000124253/ENSG00000183463/ENSG00000136872
BP	GO:0042401	biogenic amine biosynthetic process	39	-0.554807278567964	-1.81965546914021	0.00116995834724248	0.0220979722197542	0.0193724292593272	4753	tags=23%, list=8%, signal=21%	ENSG00000153234/ENSG00000133116/ENSG00000142319/ENSG00000141744/ENSG00000116771/ENSG00000171759/ENSG00000173404/ENSG00000240268/ENSG00000132437
BP	GO:0010896	regulation of triglyceride catabolic process	13	-0.780297977564572	-1.93118501764318	0.00117870911458087	0.022210247459031	0.0194708565769487	6805	tags=54%, list=12%, signal=48%	ENSG00000234906/ENSG00000177666/ENSG00000105851/ENSG00000214456/ENSG00000110243/ENSG00000110245/ENSG00000110244
BP	GO:0006109	regulation of carbohydrate metabolic process	184	-0.32526586515076	-1.27909242918001	0.00118216491877324	0.022222454078792	0.0194815576437916	7113	tags=15%, list=12%, signal=13%	ENSG00000181722/ENSG00000152266/ENSG00000138030/ENSG00000173531/ENSG00000109819/ENSG00000102468/ENSG00000076555/ENSG00000198049/ENSG00000148737/ENSG00000171105/ENSG00000197594/ENSG00000254647/ENSG00000181092/ENSG00000158715/ENSG00000165140/ENSG00000004799/ENSG00000167701/ENSG00000130988/ENSG00000115263/ENSG00000143365/ENSG00000009950/ENSG00000084734/ENSG00000103056/ENSG00000101188/ENSG00000160180/ENSG00000080493/ENSG00000167588/ENSG00000136872
BP	GO:0019400	alditol metabolic process	22	-0.642582885045741	-1.87254513248718	0.00120341796596506	0.0225683644138566	0.0197848037258062	5054	tags=36%, list=9%, signal=33%	ENSG00000140263/ENSG00000132855/ENSG00000062282/ENSG00000198814/ENSG00000124003/ENSG00000166391/ENSG00000124253/ENSG00000106384
CC	GO:0030864	cortical actin cytoskeleton	80	-0.440815376557868	-1.64545652014914	0.00121388588582532	0.0227108579206185	0.0199097222184266	9548	tags=32%, list=16%, signal=27%	ENSG00000130340/ENSG00000152527/ENSG00000197694/ENSG00000130787/ENSG00000164741/ENSG00000158352/ENSG00000166501/ENSG00000149488/ENSG00000160460/ENSG00000154864/ENSG00000164403/ENSG00000171345/ENSG00000263155/ENSG00000002834/ENSG00000079819/ENSG00000103187/ENSG00000115306/ENSG00000106078/ENSG00000170011/ENSG00000073350/ENSG00000138771/ENSG00000158528/ENSG00000120756/ENSG00000099812/ENSG00000115648/ENSG00000166866
BP	GO:0055081	monoatomic anion homeostasis	21	-0.683582847719683	-1.98907940091239	0.00121713631805596	0.0227179642006955	0.0199159520166506	5000	tags=48%, list=9%, signal=44%	ENSG00000198648/ENSG00000059377/ENSG00000113504/ENSG00000169344/ENSG00000126562/ENSG00000064651/ENSG00000175538/ENSG00000053918/ENSG00000021826/ENSG00000036473
BP	GO:0060428	lung epithelium development	45	-0.548168883506427	-1.84691931586354	0.00123112407968618	0.0229249787450269	0.0200974335831867	8606	tags=36%, list=15%, signal=30%	ENSG00000129514/ENSG00000140285/ENSG00000133703/ENSG00000151090/ENSG00000197859/ENSG00000139352/ENSG00000070193/ENSG00000125398/ENSG00000126351/ENSG00000127528/ENSG00000125378/ENSG00000164690/ENSG00000129654/ENSG00000124664/ENSG00000141448/ENSG00000106541
MF	GO:0015932	nucleobase-containing compound transmembrane transporter activity	57	-0.481030315593254	-1.68520486012424	0.00124579051338217	0.0230894288592658	0.0202416005761171	11590	tags=46%, list=20%, signal=37%	ENSG00000144741/ENSG00000121073/ENSG00000269743/ENSG00000125257/ENSG00000148339/ENSG00000171612/ENSG00000125454/ENSG00000085491/ENSG00000116704/ENSG00000149577/ENSG00000124786/ENSG00000101986/ENSG00000157593/ENSG00000102100/ENSG00000117620/ENSG00000140107/ENSG00000198246/ENSG00000181830/ENSG00000112759/ENSG00000164414/ENSG00000174669/ENSG00000130958/ENSG00000072858/ENSG00000101194/ENSG00000182747/ENSG00000137860
CC	GO:0044306	neuron projection terminus	131	-0.365443960050164	-1.42529039956904	0.00124537517687654	0.0230894288592658	0.0202416005761171	5564	tags=24%, list=10%, signal=22%	ENSG00000164061/ENSG00000149295/ENSG00000124507/ENSG00000185483/ENSG00000102003/ENSG00000168081/ENSG00000050438/ENSG00000136717/ENSG00000130477/ENSG00000167371/ENSG00000177272/ENSG00000165646/ENSG00000142319/ENSG00000164099/ENSG00000128683/ENSG00000168539/ENSG00000144290/ENSG00000135312/ENSG00000036828/ENSG00000168993/ENSG00000116329/ENSG00000175544/ENSG00000106688/ENSG00000150594/ENSG00000166006/ENSG00000110680/ENSG00000101188/ENSG00000118702/ENSG00000036565/ENSG00000126583/ENSG00000178473/ENSG00000079689
BP	GO:0042310	vasoconstriction	90	-0.411368500083525	-1.54800194056152	0.00125341215293578	0.0231764106970416	0.0203178541564185	7861	tags=29%, list=13%, signal=25%	ENSG00000148700/ENSG00000180914/ENSG00000126895/ENSG00000108684/ENSG00000130529/ENSG00000117480/ENSG00000130037/ENSG00000102468/ENSG00000147459/ENSG00000198049/ENSG00000059377/ENSG00000108405/ENSG00000136160/ENSG00000165895/ENSG00000135312/ENSG00000036828/ENSG00000159640/ENSG00000130234/ENSG00000150594/ENSG00000124205/ENSG00000179546/ENSG00000132693/ENSG00000171564/ENSG00000171557/ENSG00000135744/ENSG00000171560
BP	GO:0019229	regulation of vasoconstriction	70	-0.447451706351611	-1.66786187004465	0.00125843504281981	0.0232150464542563	0.0203517246159375	7861	tags=31%, list=13%, signal=27%	ENSG00000148700/ENSG00000180914/ENSG00000126895/ENSG00000108684/ENSG00000130529/ENSG00000117480/ENSG00000130037/ENSG00000102468/ENSG00000147459/ENSG00000198049/ENSG00000059377/ENSG00000108405/ENSG00000165895/ENSG00000036828/ENSG00000159640/ENSG00000130234/ENSG00000150594/ENSG00000124205/ENSG00000171564/ENSG00000171557/ENSG00000135744/ENSG00000171560
BP	GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin	24	-0.641994955767339	-1.9455062219066	0.00127770453280397	0.0235157062153736	0.0206153012869302	11575	tags=54%, list=20%, signal=43%	ENSG00000101160/ENSG00000115353/ENSG00000181104/ENSG00000164251/ENSG00000163751/ENSG00000143839/ENSG00000099139/ENSG00000167332/ENSG00000136160/ENSG00000159640/ENSG00000130234/ENSG00000007952/ENSG00000135744
BP	GO:0008544	epidermis development	396	0.492987281259075	1.345237437188	0.00129777985959004	0.0238297675378088	0.0208906265833629	10449	tags=34%, list=18%, signal=28%	ENSG00000215203/ENSG00000105141/ENSG00000214336/ENSG00000186930/ENSG00000184148/ENSG00000073282/ENSG00000244057/ENSG00000167768/ENSG00000189182/ENSG00000094796/ENSG00000186844/ENSG00000203782/ENSG00000240386/ENSG00000134765/ENSG00000163202/ENSG00000198854/ENSG00000188508/ENSG00000178919/ENSG00000106689/ENSG00000169594/ENSG00000197084/ENSG00000159455/ENSG00000087494/ENSG00000235942/ENSG00000159450/ENSG00000185966/ENSG00000187238/ENSG00000184724/ENSG00000052850/ENSG00000187223/ENSG00000170484/ENSG00000064300/ENSG00000131737/ENSG00000185640/ENSG00000204539/ENSG00000186847/ENSG00000143520/ENSG00000128422/ENSG00000196734/ENSG00000186081/ENSG00000161850/ENSG00000170454/ENSG00000212938/ENSG00000109101/ENSG00000081277/ENSG00000185962/ENSG00000178372/ENSG00000185668/ENSG00000171346/ENSG00000187173/ENSG00000164093/ENSG00000162891/ENSG00000171403/ENSG00000177494/ENSG00000065618/ENSG00000186832/ENSG00000187180/ENSG00000143631/ENSG00000225950/ENSG00000159516/ENSG00000185069/ENSG00000108759/ENSG00000164687/ENSG00000249581/ENSG00000115008/ENSG00000187170/ENSG00000134363/ENSG00000179148/ENSG00000204021/ENSG00000186207/ENSG00000154227/ENSG00000129437/ENSG00000135443/ENSG00000139648/ENSG00000179477/ENSG00000171243/ENSG00000156535/ENSG00000128602/ENSG00000175793/ENSG00000189280/ENSG00000172155/ENSG00000204897/ENSG00000074047/ENSG00000185479/ENSG00000186442/ENSG00000141579/ENSG00000114270/ENSG00000205420/ENSG00000099284/ENSG00000179593/ENSG00000062038/ENSG00000161849/ENSG00000184564/ENSG00000105928/ENSG00000171446/ENSG00000064195/ENSG00000169469/ENSG00000204103/ENSG00000196139/ENSG00000186049/ENSG00000186395/ENSG00000146648/ENSG00000186367/ENSG00000197915/ENSG00000164930/ENSG00000163347/ENSG00000080166/ENSG00000117595/ENSG00000165794/ENSG00000169884/ENSG00000122592/ENSG00000169474/ENSG00000096696/ENSG00000108839/ENSG00000158055/ENSG00000163207/ENSG00000170465/ENSG00000167769/ENSG00000285946/ENSG00000058085/ENSG00000116990/ENSG00000204020/ENSG00000144452/ENSG00000143320/ENSG00000143556/ENSG00000122641/ENSG00000167754/ENSG00000104055/ENSG00000184486/ENSG00000172867/ENSG00000121552/ENSG00000114251/ENSG00000118263/ENSG00000184916/ENSG00000205426
BP	GO:0060416	response to growth hormone	40	-0.566512245281219	-1.86665033160638	0.00130321206655298	0.0238741210525469	0.0209295095776088	8283	tags=32%, list=14%, signal=28%	ENSG00000204414/ENSG00000213218/ENSG00000126561/ENSG00000136488/ENSG00000096968/ENSG00000254087/ENSG00000157017/ENSG00000130707/ENSG00000057593/ENSG00000130513/ENSG00000021826/ENSG00000134240/ENSG00000101076
BP	GO:0141060	disruption of anatomical structure in another organism	126	-0.365803959133841	-1.42172059805986	0.00130769200643264	0.0239008649859306	0.0209529549395832	2772	tags=24%, list=5%, signal=23%	ENSG00000012223/ENSG00000008438/ENSG00000117226/ENSG00000163739/ENSG00000239839/ENSG00000240247/ENSG00000206047/ENSG00000115009/ENSG00000131981/ENSG00000176919/ENSG00000163736/ENSG00000171195/ENSG00000081041/ENSG00000113889/ENSG00000151882/ENSG00000073605/ENSG00000120937/ENSG00000180210/ENSG00000174885/ENSG00000163734/ENSG00000039537/ENSG00000090382/ENSG00000100604/ENSG00000157131/ENSG00000188257/ENSG00000163737/ENSG00000124233/ENSG00000131142/ENSG00000164816/ENSG00000164822
BP	GO:0031639	plasminogen activation	27	-0.629696722370798	-1.96453973352502	0.00134232162368954	0.0244772657370484	0.021458262968076	895	tags=26%, list=2%, signal=26%	ENSG00000164344/ENSG00000105707/ENSG00000088926/ENSG00000171564/ENSG00000171557/ENSG00000091583/ENSG00000171560
BP	GO:1900024	regulation of substrate adhesion-dependent cell spreading	62	-0.470848424478282	-1.68905756623695	0.00135441040804099	0.0246409286649112	0.0216017398654522	6669	tags=18%, list=11%, signal=16%	ENSG00000079691/ENSG00000187678/ENSG00000147459/ENSG00000092929/ENSG00000073849/ENSG00000057294/ENSG00000171564/ENSG00000171557/ENSG00000118137/ENSG00000171560/ENSG00000102837
BP	GO:0042953	lipoprotein transport	25	-0.636950082372898	-1.94429946587325	0.00136147220994193	0.024712594196056	0.0216645662378736	3611	tags=24%, list=6%, signal=23%	ENSG00000109084/ENSG00000199085/ENSG00000132170/ENSG00000138823/ENSG00000111701/ENSG00000084674
MF	GO:0031210	phosphatidylcholine binding	30	-0.604040702147104	-1.89966750122457	0.00137102003239078	0.0247722660647047	0.0217168782347696	1624	tags=20%, list=3%, signal=19%	ENSG00000132465/ENSG00000211899/ENSG00000110243/ENSG00000188488/ENSG00000158874/ENSG00000110244
MF	GO:0008237	metallopeptidase activity	182	-0.327914597199363	-1.31467583174663	0.00136970117008865	0.0247722660647047	0.0217168782347696	2922	tags=10%, list=5%, signal=10%	ENSG00000142606/ENSG00000138134/ENSG00000102996/ENSG00000159640/ENSG00000072657/ENSG00000186854/ENSG00000137673/ENSG00000042980/ENSG00000130234/ENSG00000120054/ENSG00000141434/ENSG00000158516/ENSG00000150656/ENSG00000122121/ENSG00000166825/ENSG00000015413/ENSG00000275896/ENSG00000016490/ENSG00000112818
BP	GO:0006067	ethanol metabolic process	15	-0.741934598521466	-1.93971756884041	0.00138438462504494	0.0249242797127485	0.0218501426634646	8444	tags=80%, list=14%, signal=68%	ENSG00000109193/ENSG00000154930/ENSG00000111275/ENSG00000131069/ENSG00000261052/ENSG00000213648/ENSG00000197165/ENSG00000198075/ENSG00000006534/ENSG00000198099/ENSG00000173597/ENSG00000105398
BP	GO:0014075	response to amine	53	-0.486659787774233	-1.70380773576092	0.00138573200323596	0.0249242797127485	0.0218501426634646	8294	tags=30%, list=14%, signal=26%	ENSG00000155511/ENSG00000123358/ENSG00000180914/ENSG00000128271/ENSG00000188822/ENSG00000096968/ENSG00000149295/ENSG00000153234/ENSG00000165646/ENSG00000130707/ENSG00000106688/ENSG00000166006/ENSG00000182901/ENSG00000184845/ENSG00000021826/ENSG00000131771
BP	GO:0006956	complement activation	65	-0.456162539994588	-1.66968334931307	0.00139564583768416	0.025045671563339	0.0219565621581963	7482	tags=32%, list=13%, signal=28%	ENSG00000085265/ENSG00000175899/ENSG00000126759/ENSG00000203710/ENSG00000211893/ENSG00000211896/ENSG00000125730/ENSG00000205403/ENSG00000117322/ENSG00000176919/ENSG00000211897/ENSG00000211890/ENSG00000166278/ENSG00000196352/ENSG00000211895/ENSG00000243649/ENSG00000211898/ENSG00000039537/ENSG00000157131/ENSG00000123838/ENSG00000123843
BP	GO:0051851	host-mediated perturbation of symbiont process	109	-0.385482028931637	-1.49450297793583	0.00141777283352962	0.0253851905080394	0.0222542051578798	3540	tags=8%, list=6%, signal=8%	ENSG00000132703/ENSG00000139144/ENSG00000184434/ENSG00000070526/ENSG00000105707/ENSG00000174885/ENSG00000204613/ENSG00000204616/ENSG00000198788
BP	GO:0034308	primary alcohol metabolic process	103	-0.385059011331211	-1.49241562218408	0.00142433199197248	0.0254450640732962	0.0223066939743154	7898	tags=39%, list=14%, signal=34%	ENSG00000102886/ENSG00000109193/ENSG00000154930/ENSG00000042445/ENSG00000111275/ENSG00000112175/ENSG00000007350/ENSG00000138744/ENSG00000138115/ENSG00000108242/ENSG00000196616/ENSG00000165092/ENSG00000131069/ENSG00000261052/ENSG00000177666/ENSG00000185000/ENSG00000160870/ENSG00000213648/ENSG00000062282/ENSG00000101323/ENSG00000198610/ENSG00000135437/ENSG00000135697/ENSG00000136160/ENSG00000176387/ENSG00000248144/ENSG00000128918/ENSG00000196511/ENSG00000153982/ENSG00000197165/ENSG00000198075/ENSG00000006534/ENSG00000172955/ENSG00000080511/ENSG00000160868/ENSG00000138207/ENSG00000198099/ENSG00000106258/ENSG00000173597/ENSG00000105398
MF	GO:0005345	purine nucleobase transmembrane transporter activity	10	-0.826501730886054	-1.93292053021775	0.00144003040523774	0.0256675689798457	0.0225017553364675	6734	tags=60%, list=12%, signal=53%	ENSG00000103569/ENSG00000198246/ENSG00000134802/ENSG00000112759/ENSG00000174669/ENSG00000137860
CC	GO:0030672	synaptic vesicle membrane	143	-0.348652560530662	-1.3731025899565	0.00145471909804753	0.0258131097353097	0.0226293452330216	8294	tags=26%, list=14%, signal=22%	ENSG00000155511/ENSG00000115155/ENSG00000104093/ENSG00000189195/ENSG00000109501/ENSG00000179520/ENSG00000106089/ENSG00000136750/ENSG00000143028/ENSG00000105467/ENSG00000157152/ENSG00000198722/ENSG00000198794/ENSG00000164061/ENSG00000171552/ENSG00000149295/ENSG00000102003/ENSG00000146409/ENSG00000050438/ENSG00000136717/ENSG00000130477/ENSG00000167371/ENSG00000165646/ENSG00000119899/ENSG00000166111/ENSG00000006071/ENSG00000152128/ENSG00000124406/ENSG00000116329/ENSG00000151834/ENSG00000152932/ENSG00000003147/ENSG00000155093/ENSG00000019505/ENSG00000182747/ENSG00000036565/ENSG00000163630
CC	GO:0099501	exocytic vesicle membrane	143	-0.348652560530662	-1.3731025899565	0.00145471909804753	0.0258131097353097	0.0226293452330216	8294	tags=26%, list=14%, signal=22%	ENSG00000155511/ENSG00000115155/ENSG00000104093/ENSG00000189195/ENSG00000109501/ENSG00000179520/ENSG00000106089/ENSG00000136750/ENSG00000143028/ENSG00000105467/ENSG00000157152/ENSG00000198722/ENSG00000198794/ENSG00000164061/ENSG00000171552/ENSG00000149295/ENSG00000102003/ENSG00000146409/ENSG00000050438/ENSG00000136717/ENSG00000130477/ENSG00000167371/ENSG00000165646/ENSG00000119899/ENSG00000166111/ENSG00000006071/ENSG00000152128/ENSG00000124406/ENSG00000116329/ENSG00000151834/ENSG00000152932/ENSG00000003147/ENSG00000155093/ENSG00000019505/ENSG00000182747/ENSG00000036565/ENSG00000163630
